station_code,sensor_type,name_thai,name_english,district,lat,lon,confidence,basis
RF.TBR.01,rain,สำนักงานเขตธนบุรี,,Thon Buri,13.722,100.4848,High,"Explicit ""สำนักงานเขตธนบุรี"" (Thon Buri District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TBR.02,rain,สถานีสูบน้ำ คลองสำเหร่,,Thon Buri,13.722,100.4848,High,"District identified from rain-network station name 'สำนักงานเขตธนบุรี' sharing prefix TBR; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TBR.03,rain,สถานีสูบน้ำ ดาวคะนอง,,Thon Buri,13.722,100.4848,High,"District identified from rain-network station name 'สำนักงานเขตธนบุรี' sharing prefix TBR; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TKU.01,rain,สำนักงานเขตทุ่งครุ,,Thung Khru,13.6325,100.5035,High,"Explicit ""สำนักงานเขตทุ่งครุ"" (Thung Khru District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TKU.02,rain,ประตูระบายน้ำ คลองรางจาก ตอนถนนประชาอุทิศ,,Thung Khru,13.6325,100.5035,High,"District identified from rain-network station name 'สำนักงานเขตทุ่งครุ' sharing prefix TKU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TLC.01,rain,สำนักงานเขตตลิ่งชัน,,Taling Chan,13.7675,100.43983,High,"Explicit ""สำนักงานเขตตลิ่งชัน"" (Taling Chan District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TLC.02,rain,ประตูระบายน้ำ คลองบัว ตอนทางรถไฟสายใต้,,Taling Chan,13.7675,100.43983,High,"District identified from rain-network station name 'สำนักงานเขตตลิ่งชัน' sharing prefix TLC; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TLC.03,rain,สถานีสูบน้ำ คลองชักพระ,,Taling Chan,13.7675,100.43983,High,"District identified from rain-network station name 'สำนักงานเขตตลิ่งชัน' sharing prefix TLC; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TWW.01,rain,สำนักงานเขตทวีวัฒนา,,Thawi Watthana,13.7705,100.369,High,"Explicit ""สำนักงานเขตทวีวัฒนา"" (Thawi Watthana District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TWW.02,rain,ประตูระบายน้ำ คลองทวีวัฒนา,,Thawi Watthana,13.7705,100.369,High,"District identified from rain-network station name 'สำนักงานเขตทวีวัฒนา' sharing prefix TWW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TWW.03,rain,ประตูระบายน้ำ คลองขุนศรีบุรีรักษ์ ตอนคลองมหาสวัสดิ์,,Thawi Watthana,13.7705,100.369,High,"District identified from rain-network station name 'สำนักงานเขตทวีวัฒนา' sharing prefix TWW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.TWW.04,rain,จุดวัดคลองทวีวัฒนา ตอนคลองบางเชือกหนัง,,Thawi Watthana,13.7705,100.369,High,"District identified from rain-network station name 'สำนักงานเขตทวีวัฒนา' sharing prefix TWW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.WTL.01,rain,สำนักงานเขตวังทองหลาง,,Wang Thonglang,13.779,100.609,High,"Explicit ""สำนักงานเขตวังทองหลาง"" (Wang Thonglang District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.WTL.02,rain,ประตูระบายน้ำ คลองลาดพร้าว,,Wang Thonglang,13.779,100.609,High,"District identified from rain-network station name 'สำนักงานเขตวังทองหลาง' sharing prefix WTL; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.WTL.03,rain,สถานีสูบน้ำ คลองเจ้าคุณสิงห์,,Wang Thonglang,13.779,100.609,High,"District identified from rain-network station name 'สำนักงานเขตวังทองหลาง' sharing prefix WTL; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.WTN.01,rain,สำนักงานเขตวัฒนา,,Watthana,13.73267,100.57733,High,"Explicit ""สำนักงานเขตวัฒนา"" (Watthana District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.WTN.02,rain,สถานีสูบน้ำ คลองแสนแสบตอนคลองตัน,,Watthana,13.73267,100.57733,High,"District identified from rain-network station name 'สำนักงานเขตวัฒนา' sharing prefix WTN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.YNW.01,rain,สำนักงานเขตยานนาวา,,Yan Nawa,13.6895,100.5385,High,"Explicit ""สำนักงานเขตยานนาวา"" (Yan Nawa District Office) in station name; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.YNW.02,rain,สถานีสูบน้ำ คลองช่องนนทรี,,Yan Nawa,13.6895,100.5385,High,"District identified from rain-network station name 'สำนักงานเขตยานนาวา' sharing prefix YNW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
RF.YNW.03,rain,ประตูระบายน้ำ คลองวัดด่าน,,Yan Nawa,13.6895,100.5385,High,"District identified from rain-network station name 'สำนักงานเขตยานนาวา' sharing prefix YNW; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.AJP.01,water,จุดวัดคลองอาจารย์พร ตอนปตร.คลองอาจารย์พร,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.ANX.01,water,คูน้ำแอนเนกซ์ (บ่อสูบน้ำพหลโยธิน 58),,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BAM.01,water,จุดวัดคลองบ้านใหม่ ตอนซอยพระแม่การุณย์ 27,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BBN.01,water,จุดวัดคลองบางบอน ตอนถนนบางขุนเทียน,,Bang Bon,13.646,100.37,High,"District identified from rain-network station name 'สำนักงานเขตบางบอน' sharing prefix BBN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BBN.02,water,จุดวัดคลองบางบอน ตอนถนนกาญจนาภิเษก,,Bang Bon,13.646,100.37,High,"District identified from rain-network station name 'สำนักงานเขตบางบอน' sharing prefix BBN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BBN.03,water,จุดวัดคลองบางบอน ตอนคลองสะแกงาม,,Bang Bon,13.646,100.37,High,"District identified from rain-network station name 'สำนักงานเขตบางบอน' sharing prefix BBN; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BBR.01,water,จุดวัดคลองบางบำหรุ ตอนถนนบรมราชชนนี,,Bang Phlat,13.781,100.482,Medium,Canal/place name 'บางบำหรุ' matches subdistrict บางบำหรุ in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.BBR.02,water,จุดวัดคลองบางบำหรุ ตอนถนนสิรินธร,,Bang Phlat,13.781,100.482,Medium,Canal/place name 'บางบำหรุ' matches subdistrict บางบำหรุ in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.BBU.01,water,จุดวัดคลองบางบัว,,Bang Khen,13.867,100.628,Medium,"Khlong Bang Bua runs along Phahonyothin through Bang Khen; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BCN.01,water,จุดวัดคลองบางเชือกหนัง ตอนถนนกาญจนาภิเษก,,Taling Chan,13.751,100.419,Medium,Canal/place name 'บางเชือกหนัง' matches subdistrict บางเชือกหนัง in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BCN.02,water,จุดวัดคลองบางเชือกหนัง ตอนถนนพุทธมณฑลสาย 1,,Taling Chan,13.751,100.419,Medium,Canal/place name 'บางเชือกหนัง' matches subdistrict บางเชือกหนัง in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BCN.03,water,จุดวัดคลองบางเชือกหนัง ตอนถนนพุทธมณฑลสาย 2,,Taling Chan,13.751,100.419,Medium,Canal/place name 'บางเชือกหนัง' matches subdistrict บางเชือกหนัง in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BJK.01,water,สถานีสูบน้ำ บางจาก,,Phra Khanong,13.692,100.626,Low,"Canal/place name 'บางจาก' matches subdistricts in multiple districts (Phra Khanong; also Phasi Charoen) — first taken, verify"
WL.BJK.02,water,จุดวัดคลองบางจาก ตอนซอยเพชรเกษม 68 ,,Phra Khanong,13.692,100.626,Low,"Canal/place name 'บางจาก' matches subdistricts in multiple districts (Phra Khanong; also Phasi Charoen) — first taken, verify"
WL.BJK.03,water,จุดวัดคลองบางจาก ตอนคลองบางหว้า,,Phra Khanong,13.692,100.626,Low,"Canal/place name 'บางจาก' matches subdistricts in multiple districts (Phra Khanong; also Phasi Charoen) — first taken, verify"
WL.BJK.04,water,จุดวัดคลองบางจาก ตอนถนนพุทธมณฑลสาย 2 ,,Phra Khanong,13.692,100.626,Low,"Canal/place name 'บางจาก' matches subdistricts in multiple districts (Phra Khanong; also Phasi Charoen) — first taken, verify"
WL.BKA.01,water,สถานีสูบน้ำ คลองบางเขนใหม่,,Bang Khen,13.867,100.628,High,"District identified from rain-network station name 'สำนักงานเขตบางเขน' sharing prefix BKA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BKA.02,water,จุดวัดคลองบางเขน ช่วงถนนกรุงเทพ-นนทบุรี,,Bang Khen,13.867,100.628,High,"District identified from rain-network station name 'สำนักงานเขตบางเขน' sharing prefix BKA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BKA.03,water,จุดวัดคลองบางเขน ช่วงถนนประชาชื่น,,Bang Khen,13.867,100.628,High,"District identified from rain-network station name 'สำนักงานเขตบางเขน' sharing prefix BKA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BKA.04,water,จุดวัดคลองบางเขน ช่วงถนนวิภาวดีรังสิต,,Bang Khen,13.867,100.628,High,"District identified from rain-network station name 'สำนักงานเขตบางเขน' sharing prefix BKA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BKB.01,water,จุดวัดคลองบางกระบือ ตอนถนนสามเสน,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BKG.01,water,ประตูระบายน้ำ คลองบึงขวาง,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BKL.01,water,จุดวัดคลองบางโคลัด ตอนถนนบางบอน 1,,Bang Bon,13.646,100.37,Medium,district name 'บางบอน' appears in station name; Bang Bon; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BKT.01,water,จุดวัดบึงรับน้ำบึงกุ่มบางเตย ตอนสถานีสูบน้ำคลองบางเตยล่าง,,Bueng Kum,13.808,100.65,Medium,district name 'บึงกุ่ม' appears in station name; Bueng Kum; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BKY.01,water,สถานีสูบน้ำ คลองบางกอกใหญ่,,Bangkok Yai,13.738,100.4805,High,"District identified from rain-network station name 'สำนักงานเขตบางกอกใหญ่' sharing prefix BKY; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BKY.02,water,จุดวัดคลองบางเชือกหนัง ตอนวัดปากน้ำฝั่งใต้,,Taling Chan,13.751,100.419,Medium,Canal/place name 'บางเชือกหนัง' matches subdistrict บางเชือกหนัง in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BLP.02,water,จุดวัดคลองบางลำพู ตอนสะพานผ่านฟ้า,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BLY.01,water,จุดวัดคลองบ้านหลาย ตอนถนนสุขุมวิท 77,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BLY.02,water,จุดวัดคลองบ้านหลาย ตอนซอยพึ่งมี 48,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BMA.02,water,จุดวัดคลองบ้านม้า ตอนถนนรามคำแหง,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BMK.01,water,จุดวัดคลองบางมะเขือ ตอนถนนสุขุมวิท 71,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BNA.01,water,สถานีสูบน้ำ บางนา,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BNA.02,water,จุดวัดคลองบางนา ตอนถนนสุขุมวิท,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BNA.03,water,จุดวัดคลองบางนา ตอนถนนศรีนครินทร์,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BNA.04,water,จุดวัดคลองบางนา ตอนซอยบางนา-ตราด 56,,Bang Na,13.672,100.616,High,"District identified from rain-network station name 'สำนักงานเขตบางนา' sharing prefix BNA; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BNJ.01,water,จุดวัดคลองบางนางจีน ตอนสถานีสูบน้ำบางนางจีน,,Bang Na,13.672,100.616,Medium,district name 'บางนา' appears in station name; Bang Na; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BNJ.02,water,จุดวัดคลองบางนางจีน ตอนซอยสุขุมวิท 66/1,,Bang Na,13.672,100.616,Medium,district name 'บางนา' appears in station name; Bang Na; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BNJ.03,water,จุดวัดคลองบางนางจีน ตอนซอยสุขุมวิท 93,,Bang Na,13.672,100.616,Medium,district name 'บางนา' appears in station name; Bang Na; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BNJ.04,water,จุดวัดคลองบางนางจีน ตอนถนนสุขุมวิท 101/1,,Bang Na,13.672,100.616,Medium,district name 'บางนา' appears in station name; Bang Na; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BNS.01,water,จุดวัดคลองบ้านไทร ตอนถนนพุทธมณฑลสาย 2,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BOA.01,water,สถานีสูบน้ำ บางอ้อ,,Bang Phlat,13.802,100.512,Medium,Canal/place name 'บางอ้อ' matches subdistrict บางอ้อ in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.BOA.02,water,จุดวัดคลองบางอ้อ ตอนซอยสุขุมวิท 64,,Bang Phlat,13.802,100.512,Medium,Canal/place name 'บางอ้อ' matches subdistrict บางอ้อ in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.BOA.03,water,จุดวัดคลองบางอ้อใหญ่ ตอนซอยสุขุมวิท 66/1,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BON.01,water,จุดวัดคลองบางอ้อน้อย ตอนซอยสุขุมวิท 64,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BPA.01,water,จุดวัดคลองบ้านป่า ตอนถนนพัฒนาการ,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BPK.01,water,จุดวัดคลองบางปะแก้ว  ตอนถนนราษฎร์บูรณะ,,Rat Burana,13.6725,100.5005,Medium,district name 'ราษฎร์บูรณะ' appears in station name; Rat Burana; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BPM.01,water,จุดวัดคลองบางพรม ตอนคลองชักพระ,,Taling Chan,13.752,100.442,Medium,Canal/place name 'บางพรม' matches subdistrict บางพรม in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BPM.02,water,จุดวัดคลองบางพรม ตอนถนนฉิมพลี,,Taling Chan,13.752,100.442,Medium,Canal/place name 'บางพรม' matches subdistrict บางพรม in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BPM.03,water,จุดวัดคลองบางพรม ตอนถนนกาญจนาภิเษก,,Taling Chan,13.752,100.442,Medium,Canal/place name 'บางพรม' matches subdistrict บางพรม in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BPM.04,water,จุดวัดคลองบางพรม ตอนถนนพุทธมณฑลสาย 3,,Taling Chan,13.752,100.442,Medium,Canal/place name 'บางพรม' matches subdistrict บางพรม in Taling Chan; coords = that subdistrict's centroid (data.go.th)
WL.BPN.01,water,จุดวัดคลองบางพราน ตอนถนนบางบอน 1,,Bang Bon,13.646,100.37,Medium,district name 'บางบอน' appears in station name; Bang Bon; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BPN.02,water,จุดวัดคลองบางพราน ตอนถนนบางบอน 2,,Bang Bon,13.646,100.37,Medium,district name 'บางบอน' appears in station name; Bang Bon; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.BPU.01,water,จุดวัดสถานตากอากาศบางปู,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BSK.01,water,สถานีสูบน้ำ คลองบางไส้ไก่,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BSU.01,water,สถานีสูบน้ำ คลองบางซื่อ,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.02,water,จุดวัดคลองบางซื่อ ช่วงถนนพระรามที่ 5,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.03,water,จุดวัดคลองบางซื่อ ตอนถนนพระรามที่ 6,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.04,water,จุดวัดคลองบางซื่อ ช่วงถนนพหลโยธิน,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.05,water,จุดวัดคลองบางซื่อ ช่วงถนนวิภาวดีรังสิต,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.06,water,จุดวัดคลองบางซื่อ ช่วงถนนรัชดาภิเษก (เจ้าพระยาปาร์ค),,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BSU.07,water,จุดวัดคลองบางซื่อ - ตอนถนนลาดพร้าว,,Bang Sue,13.82,100.529,High,"District identified from rain-network station name 'สำนักงานเขตบางซื่อ' sharing prefix BSU; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.BTL.01,water,จุดวัดคลองบางตลาด ตอนท่าทราย,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BTY.01,water,จุดวัดคลองบางเตย ตอนถนนนวมินทร์ 66/3,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BWK.01,water,จุดวัดคลองบางแวก ตอนคลองบางกอกใหญ่,,Phasi Charoen,13.736,100.445,Medium,Canal/place name 'บางแวก' matches subdistrict บางแวก in Phasi Charoen; coords = that subdistrict's centroid (data.go.th)
WL.BWK.02,water,จุดวัดคลองบางแวก ตอนถนนพุทธมณฑลสาย 1,,Phasi Charoen,13.736,100.445,Medium,Canal/place name 'บางแวก' matches subdistrict บางแวก in Phasi Charoen; coords = that subdistrict's centroid (data.go.th)
WL.BWK.03,water,จุดวัดคลองบางแวก ตอนคลองทวีวัฒนา,,Phasi Charoen,13.736,100.445,Medium,Canal/place name 'บางแวก' matches subdistrict บางแวก in Phasi Charoen; coords = that subdistrict's centroid (data.go.th)
WL.BYI.01,water,จุดวัดคลองบึงใหญ่ ตอนวัดทองสัมฤทธิ์,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.BYK.01,water,จุดวัดคลองบางยี่ขัน ตอนถนนจรัญสนิทวงศ์,,Bang Phlat,13.774,100.492,Medium,Canal/place name 'บางยี่ขัน' matches subdistrict บางยี่ขัน in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.BYK.02,water,จุดวัดคลองบางยี่ขัน ตอนสถานีสูบน้ำคลองบางยี่ขัน,,Bang Phlat,13.774,100.492,Medium,Canal/place name 'บางยี่ขัน' matches subdistrict บางยี่ขัน in Bang Phlat; coords = that subdistrict's centroid (data.go.th)
WL.CBJ.01,water,จุดวัดคลองชวดบางจาก ตอนถนนประชาอุทิศ,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.CKS.01,water,สถานีสูบน้ำ คลองเจ้าคุณสิงห์,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.CKS.02,water,จุดวัดคลองเจ้าคุณสิงห์ ตอนถนนลาดพร้าว,,Lat Phrao,13.8255,100.606,Medium,district name 'ลาดพร้าว' appears in station name; Lat Phrao; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.CKS.03,water,จุดวัดคลองเจ้าคุณสิงห์ ตอนถนนอินทราภรณ์,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.CNS.01,water,สถานีสูบน้ำ คลองช่องนนทรี,,Yan Nawa,13.682,100.533,Medium,Canal/place name 'ช่องนนทรี' matches subdistrict ช่องนนทรี in Yan Nawa; coords = that subdistrict's centroid (data.go.th)
WL.CNS.02,water,จุดวัดคลองช่องนนทรี ตอนถนนนราธิวาสราชนครินทร์,,Yan Nawa,13.682,100.533,Medium,Canal/place name 'ช่องนนทรี' matches subdistrict ช่องนนทรี in Yan Nawa; coords = that subdistrict's centroid (data.go.th)
WL.CNS.03,water,จุดวัดคลองช่องนนทรี ตอนถนนจันทน์,,Yan Nawa,13.682,100.533,Medium,Canal/place name 'ช่องนนทรี' matches subdistrict ช่องนนทรี in Yan Nawa; coords = that subdistrict's centroid (data.go.th)
WL.CNS.04,water,จุดวัดคลองช่องนนทรี ตอนถนนสาทรใต้,,Yan Nawa,13.682,100.533,Medium,Canal/place name 'ช่องนนทรี' matches subdistrict ช่องนนทรี in Yan Nawa; coords = that subdistrict's centroid (data.go.th)
WL.CPA.01,water,สถานีสูบน้ำ คลองชักพระ,,Taling Chan,13.76,100.456,Medium,canal name 'คลองชักพระ' = subdistrict in Taling Chan; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.CPA.02,water,จุดวัดคลองชักพระ ตอนวัดคูหาสวรรค์,,Taling Chan,13.76,100.456,Medium,canal name 'คลองชักพระ' = subdistrict in Taling Chan; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.CTC.01,water,จุดวัดคลองชวดตาเชียง ตอนสถานีสูบน้ำคลองชวดตาเชียง,,,,,Unresolved,"Prefix decoded from flood-network road names, but this is a canal-coded water/flow station (e.g. CTC = Khlong Chuat Ta Chiang, not Chatuchak); name does not corroborate — needs manual verification"
WL.CYI.01,water,จุดวัดคลองชวดใหญ่ ตอนถนนพระราม 9 ซอย 13,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.CYI.02,water,จุดวัดคลองชวดใหญ่ ตอนถนนพระราม 9,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.CYI.03,water,จุดวัดคลองชวดใหญ่-ตอนคลองลาดพร้าว,,Lat Phrao,13.8255,100.606,Medium,district name 'ลาดพร้าว' appears in station name; Lat Phrao; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.DKN.01,water,สถานีสูบน้ำ ดาวคะนอง,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.FTM.01,water,จุดวัดคลองโบสถ์แม่พระ ตอนถนนดินแดง,,Din Daeng,13.778,100.567,Medium,district name 'ดินแดง' appears in station name; Din Daeng; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.HKG.01,water,จุดวัดคลองห้วยขวาง ตอนถนนประชาสงเคราะห์,,Huai Khwang,13.77233,100.58067,High,"District identified from rain-network station name 'สำนักงานเขตห้วยขวาง' sharing prefix HKG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.HKG.02,water,จุดวัดคลองห้วยขวาง ตอนถนนเทียมร่วมมิตร,,Huai Khwang,13.77233,100.58067,High,"District identified from rain-network station name 'สำนักงานเขตห้วยขวาง' sharing prefix HKG; coordinates = district centroid (mean of subdistrict coords, data.go.th)"
WL.HMK.01,water,จุดวัดคลองหัวหมาก ตอนถนนศรีนครินทร์,,Bang Kapi,13.756,100.66,Medium,Canal/place name 'หัวหมาก' matches subdistrict หัวหมาก in Bang Kapi; coords = that subdistrict's centroid (data.go.th)
WL.HMK.02,water,จุดวัดคลองหัวหมาก ตอนซอยรามคาแหง 68,,Bang Kapi,13.756,100.66,Medium,Canal/place name 'หัวหมาก' matches subdistrict หัวหมาก in Bang Kapi; coords = that subdistrict's centroid (data.go.th)
WL.HMK.03,water,จุดวัดคลองหัวหมาก ตอนซอยพัฒนาการ 32,,Bang Kapi,13.756,100.66,Medium,Canal/place name 'หัวหมาก' matches subdistrict หัวหมาก in Bang Kapi; coords = that subdistrict's centroid (data.go.th)
WL.IDE.01,water,จุดวัดบ่อสูบน้ำอินโดนีเซีย,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.JKK.01,water,จุดวัดคลองจระเข้ขบ ตอนถนนสุขาภิบาล 2 ซอย 2,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.JRN.01,water,สถานีสูบน้ำ คลองแจงร้อน,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KBU.01,water,ประตูระบายน้ำ คลองบัว ตอนทางรถไฟสายใต้,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KBU.02,water,จุดวัดคลองบัว ตอนถนนพุทธมณฑลสาย 1,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KCD.01,water,จุดวัดคลองกระเฉด (โรงควบคุมคุณภาพน้ำรามอินทรา),,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KDN.01,water,ประตูระบายน้ำ คลองวัดด่าน,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJA.01,water,จุดวัดคลองกะจะ ตอนถนนพระราม 9,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJA.02,water,จุดวัดคลองกะจะ ตอนถนนพระราม 9 ซอย 57,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJG.01,water,จุดวัดคลองจิก ตอนถนนหัวหมาก,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJK.01,water,สถานีสูบน้ำ คลองเจ็ก,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJK.02,water,จุดวัดคลองเจ็ก ตอนถนนสุขุมวิท 60/1,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KJN.01,water,จุดวัดคลองจั่น ตอนถนนลาดพร้าว,,Bang Kapi,13.786,100.635,Medium,canal name 'คลองจั่น' = subdistrict in Bang Kapi; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.KJN.02,water,จุดวัดคลองจั่น ตอนถนนโยธินพัฒนา,,Bang Kapi,13.786,100.635,Medium,canal name 'คลองจั่น' = subdistrict in Bang Kapi; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.KJT.01,water,จุดวัดคลองจิต ตอนซอยลาดพร้าว 122 ,,Lat Phrao,13.8255,100.606,Medium,district name 'ลาดพร้าว' appears in station name; Lat Phrao; coords = centroid (data.go.th); assigned after prefix-collision audit
WL.KJU.01,water,จุดวัดคลองขุนจันทร์ ตอนถนนฉิมพลี,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
WL.KKD.01,water,จุดวัดคลองเคล็ด ตอนถนนสุขุมวิท 77,,,,,Unresolved,Canal-coded prefix; district not decodable from station name alone
